id_vụ,year,yield_class,stage_1_avg_temp,stage_1_total_precip,stage_1_count_heat_days,stage_1_avg_et0,stage_2_avg_temp,stage_2_total_precip,stage_2_count_heat_days,stage_2_avg_et0,stage_3_avg_temp,stage_3_total_precip,stage_3_count_heat_days,stage_3_avg_et0,stage_4_avg_temp,stage_4_total_precip,stage_4_count_heat_days,stage_4_avg_et0,stage_5_avg_temp,stage_5_total_precip,stage_5_count_heat_days,stage_5_avg_et0
Long An_2019_winter_spring,2019,Low,26.708031608944847,191.39999531954527,0,3.5752185469581965,26.7953328704834,85.00000248104334,0,3.419702019691467,26.28005510965983,9.19999948143959,0,4.192352040608724,26.70637502670288,3.9000000804662704,0,4.634551584720612,27.420415802001955,5.3000002428889275,0,5.350143547058106
Long An_2019_summer_autumn,2019,Low,30.315273194085982,57.90000096708536,16,5.284940242767334,28.54216636657715,190.7000044360757,1,4.254802808761597,27.728943252563475,107.70000469684601,0,3.6786441802978516,27.29054136276245,162.00000286102295,0,3.241761702299118,27.25033348083496,193.00000461935997,0,3.7339612674713134
Long An_2019_main_season,2019,Medium,28.337296985444567,158.50000271946192,0,4.1323656014033725,27.50108283996582,183.30000507831573,0,3.5435868883132935,27.382972081502277,109.90000501275063,0,3.7410620053609214,27.01356248855591,167.89999955892563,0,3.3982634425163267,27.099999771118163,259.5999987721443,0,3.6185339641571046
Long An_2020_winter_spring,2020,Medium,26.880948747907365,11.900000162422657,0,4.094527255921137,26.451915664672853,3.0000000596046448,0,4.2218726634979244,27.366166432698567,2.4000001996755596,0,4.533670822779338,26.73616647720337,1.8999999910593033,0,4.838007724285125,27.498165435791016,4.700000040233135,3,5.3520197010040285
Long An_2020_summer_autumn,2020,Medium,29.462297439575195,12.00000024586916,6,5.409926073891776,29.94050003051758,126.59999621659517,14,4.866820440292359,27.66394411722819,174.69999980926514,0,3.808620818456014,26.90418748855591,210.19999599456787,0,3.39604789018631,27.088082962036133,273.80000257492065,0,3.6602534866333007
Long An_2020_main_season,2020,Medium,28.99979763939267,216.39999677240849,6,4.3336130777994795,27.26099983215332,233.09999918937683,0,3.609353895187378,26.791721852620444,179.3999960422516,0,3.4484365145365397,27.05595760345459,210.70000553131104,0,3.380115669965744,27.42891616821289,251.70000654459,0,3.7576773500442506
Long An_2021_winter_spring,2021,Medium,26.72450029282343,81.8999999165535,0,3.6714024543762207,26.588915405273436,76.99999725818634,0,3.6430013179779053,26.43588841756185,3.3000001460313797,0,4.377107842763265,26.245332717895508,13.900000616908073,0,4.4878844022750854,26.047082672119142,15.300000198185444,0,4.341263494491577
Long An_2021_summer_autumn,2021,Low,27.743050529843284,120.10000182688236,1,4.285047497068133,28.228416900634766,202.89999759197235,1,3.9056756019592287,27.83491694132487,74.10000202059746,0,3.7083779017130536,27.980644702911377,86.40000066161156,0,4.3982296824455265,26.939500427246095,264.5999984741211,0,3.243646445274353
Long An_2021_main_season,2021,Low,27.920433044433594,198.49999883770943,0,3.723849376042684,27.637582626342773,125.30000138282776,0,3.9346277618408205,27.095055643717448,157.50000348687172,0,3.533621048927307,27.37720880508423,152.09999465942383,0,3.5505996465682985,27.011582870483398,210.39999628067017,0,3.6361434125900267
Long An_2022_winter_spring,2022,Low,25.46596772330148,225.39999532699585,0,3.1263475134259178,26.085999145507813,27.600000709295276,0,3.8777190494537352,26.639776992797852,5.100000232458115,0,4.413849290211996,27.024811935424804,4.700000151991844,0,4.65322984457016,27.770499267578124,31.60000095516443,0,5.064759712219239
Long An_2022_summer_autumn,2022,Low,27.73005485534668,161.50000309199095,1,4.29260964620681,27.306582565307618,289.2000057697296,0,3.604876832962036,27.169777170817056,107.0999996215105,0,4.385602045059204,27.06366605758667,195.70000505447388,0,4.024824583530426,26.627415542602538,283.8000128418207,0,3.667822799682617
Long An_2022_main_season,2022,Medium,26.931543441045854,285.1000020503998,0,3.4910463946206227,27.241332550048828,197.6000043898821,0,4.424686431884766,26.585610071818035,180.8000078201294,0,3.2511802037556965,26.810853099823,194.40000511705875,0,3.958891761302948,26.502166290283203,272.50000500679016,0,3.7063222312927246
Long An_2023_winter_spring,2023,Medium,26.3065428960891,140.50000182539225,0,3.2133399759020125,25.59374969482422,16.29999928921461,0,4.077241201400756,25.083110300699868,131.29999721050262,0,3.192019470532735,25.95762481689453,21.39999906718731,0,4.198183715343475,26.63674903869629,9.699999712407589,0,4.851450624465943
