province,year,season,rice_yield,yield_class,expected_yield,residual
Vinh Long,2001,winter_spring,53.1,Low,58.19576566555429,-5.095765665554289
Vinh Long,2001,summer_autumn,36.1,Low,38.62682239525407,-2.526822395254065
Vinh Long,2001,main_season,41.2,Low,42.60181818181809,-1.4018181818180864
Vinh Long,2002,winter_spring,59.6,Medium,58.753518724508695,0.8464812754913069
Vinh Long,2002,summer_autumn,38.3,Medium,39.51856878012609,-1.2185687801260912
Vinh Long,2002,main_season,41.7,Low,43.44969696969679,-1.7496969696967852
Vinh Long,2003,winter_spring,58.0,Low,59.3112717834631,-1.3112717834630985
Vinh Long,2003,summer_autumn,38.2,Low,40.41031516499811,-2.210315164998107
Vinh Long,2003,main_season,46.3,High,44.29757575757549,2.0024242424245102
Vinh Long,2004,winter_spring,59.1,Medium,59.8690248424175,-0.769024842417501
Vinh Long,2004,summer_autumn,39.5,Low,41.30206154987036,-1.8020615498703592
Vinh Long,2004,main_season,46.1,Medium,45.14545454545441,0.9545454545455883
Vinh Long,2005,winter_spring,61.7,Medium,60.426777901371906,1.2732220986280964
Vinh Long,2005,summer_autumn,40.5,Low,42.19380793474238,-1.693807934742381
Vinh Long,2006,winter_spring,61.0,Medium,60.98453096032631,0.015469039673689622
Vinh Long,2006,summer_autumn,40.0,Low,43.0855543196144,-3.0855543196144026
Vinh Long,2007,winter_spring,61.1,Medium,61.542284019280714,-0.4422840192807129
Vinh Long,2007,summer_autumn,43.7,Medium,43.977300704486424,-0.2773007044864215
Vinh Long,2008,winter_spring,63.2,Medium,62.10003707823512,1.0999629217648845
Vinh Long,2008,summer_autumn,42.6,Low,44.86904708935867,-2.269047089358672
Vinh Long,2009,winter_spring,63.2,Medium,62.65779013718952,0.5422098628104806
Vinh Long,2009,summer_autumn,44.4,Low,45.760793474230695,-1.3607934742306966
Vinh Long,2010,winter_spring,67.8,High,63.215543196143926,4.584456803856071
Vinh Long,2010,summer_autumn,46.1,Medium,46.65253985910272,-0.5525398591027155
Vinh Long,2011,winter_spring,66.1,High,63.77329625509833,2.326703744901664
Vinh Long,2011,summer_autumn,51.6,High,47.544286243974966,4.055713756025035
Vinh Long,2012,winter_spring,68.1,High,64.33104931405273,3.76895068594726
Vinh Long,2012,summer_autumn,52.8,High,48.43603262884699,4.363967371153009
Vinh Long,2013,winter_spring,66.5,High,64.88880237300714,1.6111976269928618
Vinh Long,2013,summer_autumn,54.2,High,49.32777901371901,4.872220986280993
Vinh Long,2014,winter_spring,70.9,High,65.44655543196154,5.453444568038464
Vinh Long,2014,summer_autumn,54.9,High,50.21952539859103,4.680474601408967
Vinh Long,2015,winter_spring,71.6,High,66.00430849091595,5.595691509084048
Vinh Long,2015,summer_autumn,55.0,High,51.11127178346328,3.8887282165367196
Vinh Long,2016,winter_spring,63.8,Low,66.56206154987012,-2.7620615498701255
Vinh Long,2016,summer_autumn,47.5,Low,52.0030181683353,-4.503018168335302
Vinh Long,2017,winter_spring,60.0,Low,67.11981460882453,-7.119814608824527
Vinh Long,2017,summer_autumn,53.3,Medium,52.894764553207324,0.4052354467926733
Vinh Long,2018,winter_spring,66.2,Low,67.67756766777893,-1.4775676677789278
Vinh Long,2018,summer_autumn,56.5,High,53.786510938079346,2.7134890619206544
Vinh Long,2019,winter_spring,62.6,Low,68.23532072673333,-5.635320726733333
Vinh Long,2019,summer_autumn,56.1,Medium,54.678257322951595,1.4217426770484067
Vinh Long,2020,winter_spring,68.8,Medium,68.79307378568774,0.006926214312258594
Vinh Long,2020,summer_autumn,57.3,High,55.570003707823616,1.7299962921763807
Vinh Long,2021,winter_spring,70.6,Medium,69.35082684464214,1.2491731553578518
Vinh Long,2021,summer_autumn,55.4,Medium,56.46175009269564,-1.0617500926956396
Vinh Long,2022,winter_spring,70.0,Medium,69.90857990359655,0.0914200964034535
Vinh Long,2022,summer_autumn,53.8,Low,57.35349647756766,-3.5534964775676627
Vinh Long,2023,winter_spring,68.9,Low,70.46633296255095,-1.5663329625509448
Vinh Long,2023,summer_autumn,55.1,Low,58.24524286243991,-3.1452428624399076
Vinh Long,2024,winter_spring,70.8,Medium,71.02408602150535,-0.22408602150535728
Vinh Long,2024,summer_autumn,56.8,Low,59.13698924731193,-2.3369892473119336
Dong Thap,1995,winter_spring,53.9,Low,57.27333333333331,-3.3733333333333135
Dong Thap,1995,summer_autumn,36.2,High,33.29053763440879,2.90946236559121
Dong Thap,1996,winter_spring,52.0,Low,57.88850574712637,-5.8885057471263735
Dong Thap,1996,summer_autumn,36.5,High,34.42820170559935,2.0717982944006508
Dong Thap,1997,winter_spring,57.0,Low,58.50367816091966,-1.5036781609196623
Dong Thap,1997,summer_autumn,35.8,Medium,35.56586577678945,0.2341342232105461
Dong Thap,1998,winter_spring,58.1,Medium,59.118850574712724,-1.0188505747127223
Dong Thap,1998,summer_autumn,34.7,Low,36.70352984797955,-2.00352984797955
Dong Thap,1999,winter_spring,56.3,Low,59.734022988505785,-3.434022988505788
Dong Thap,1999,summer_autumn,39.0,Medium,37.841193919169655,1.1588060808303453
Dong Thap,2000,winter_spring,58.7,Low,60.34919540229885,-1.6491954022988438
Dong Thap,2000,summer_autumn,33.3,Low,38.97885799036021,-5.678857990360214
Dong Thap,2001,winter_spring,60.0,Medium,60.96436781609191,-0.964367816091908
Dong Thap,2001,summer_autumn,36.0,Low,40.11652206155031,-4.116522061550313
Dong Thap,2002,winter_spring,63.5,High,61.5795402298852,1.9204597701148032
Dong Thap,2002,summer_autumn,39.7,Low,41.254186132740415,-1.554186132740412
Dong Thap,2003,winter_spring,63.1,Medium,62.19471264367826,0.9052873563217432
Dong Thap,2003,summer_autumn,40.0,Low,42.39185020393052,-2.3918502039305167
Dong Thap,2004,winter_spring,63.8,Medium,62.80988505747132,0.9901149425286775
Dong Thap,2004,summer_autumn,45.1,High,43.52951427512062,1.5704857248793829
Dong Thap,2005,winter_spring,67.0,High,63.42505747126438,3.574942528735619
Dong Thap,2005,summer_autumn,47.0,High,44.667178346311175,2.332821653688825
Dong Thap,2006,winter_spring,65.4,Medium,64.04022988505744,1.3597701149425632
Dong Thap,2006,summer_autumn,42.7,Low,45.80484241750128,-3.104842417501274
Dong Thap,2007,winter_spring,68.3,High,64.6554022988505,3.644597701149493
Dong Thap,2007,summer_autumn,47.0,Medium,46.94250648869138,0.05749351130862124
Dong Thap,2008,winter_spring,69.9,High,65.27057471264379,4.629425287356213
Dong Thap,2008,summer_autumn,48.7,Medium,48.08017055988148,0.6198294401185223
Dong Thap,2009,winter_spring,68.9,High,65.88574712643685,3.0142528735631515
Dong Thap,2009,summer_autumn,50.2,Medium,49.21783463107204,0.9821653689279657
Dong Thap,2010,winter_spring,70.9,High,66.50091954022992,4.39908045977009
Dong Thap,2010,summer_autumn,51.8,Medium,50.35549870226214,1.4445012977378582
Dong Thap,2011,winter_spring,71.6,High,67.11609195402298,4.483908045977017
Dong Thap,2011,summer_autumn,55.0,High,51.49316277345224,3.506837226547759
Dong Thap,2012,winter_spring,72.2,High,67.73126436781604,4.468735632183964
Dong Thap,2012,summer_autumn,55.4,High,52.63082684464234,2.769173155357656
Dong Thap,2013,winter_spring,70.7,High,68.34643678160933,2.3535632183906756
Dong Thap,2013,summer_autumn,55.6,High,53.7684909158329,1.8315090841671022
Dong Thap,2014,winter_spring,72.2,High,68.96160919540239,3.238390804597614
Dong Thap,2014,summer_autumn,56.1,Medium,54.906154987023,1.1938450129770004
Dong Thap,2015,winter_spring,70.4,Medium,69.57678160919545,0.8232183908045556
Dong Thap,2015,summer_autumn,56.9,Medium,56.0438190582131,0.8561809417868957
Dong Thap,2016,winter_spring,68.0,Low,70.19195402298851,-2.1919540229885115
Dong Thap,2016,summer_autumn,57.7,Medium,57.181483129403205,0.5185168705967982
Dong Thap,2017,winter_spring,60.0,Low,70.80712643678157,-10.807126436781573
Dong Thap,2017,summer_autumn,59.3,Medium,58.31914720059376,0.9808527994062359
Dong Thap,2018,winter_spring,69.9,Low,71.42229885057463,-1.5222988505746287
Dong Thap,2018,summer_autumn,60.1,Medium,59.45681127178386,0.6431887282161384
Dong Thap,2019,winter_spring,70.0,Low,72.03747126436792,-2.037471264367923
Dong Thap,2019,summer_autumn,60.5,Medium,60.594475342973965,-0.09447534297396487
Dong Thap,2020,winter_spring,72.4,Medium,72.65264367816098,-0.2526436781609789
Dong Thap,2020,summer_autumn,61.3,Medium,61.73213941416407,-0.43213941416406954
Dong Thap,2021,winter_spring,73.2,Medium,73.26781609195405,-0.06781609195404315
Dong Thap,2021,summer_autumn,61.8,Medium,62.86980348535462,-1.069803485354626
Dong Thap,2022,winter_spring,73.2,Medium,73.88298850574711,-0.6829885057471046
Dong Thap,2022,summer_autumn,63.2,Medium,64.00746755654473,-0.8074675565447222
Dong Thap,2023,winter_spring,73.1,Low,74.49816091954017,-1.3981609195401745
Dong Thap,2023,summer_autumn,62.8,Low,65.14513162773483,-2.3451316277348297
Dong Thap,2024,winter_spring,72.1,Low,75.11333333333346,-3.0133333333334633
Dong Thap,2024,summer_autumn,64.2,Low,66.28279569892493,-2.082795698924926
An Giang,1995,winter_spring,61.2,Medium,60.69548387096779,0.5045161290322113
An Giang,1995,summer_autumn,41.6,High,37.97419354838712,3.625806451612881
An Giang,1995,main_season,11.7,Low,18.258685922869518,-6.558685922869518
An Giang,1996,winter_spring,60.2,Medium,61.279933259176914,-1.0799332591769115
An Giang,1996,summer_autumn,38.5,Medium,38.86424916573992,-0.3642491657399205
An Giang,1996,main_season,19.4,Medium,19.301399777813003,0.09860022218699527
An Giang,1997,winter_spring,62.3,Medium,61.86438264738604,0.43561735261395995
An Giang,1997,summer_autumn,34.2,Low,39.75430478309249,-5.5543047830924905
An Giang,1997,main_season,15.2,Low,20.34411363275649,-5.14411363275649
An Giang,1998,winter_spring,61.6,Medium,62.44883203559516,-0.8488320355951586
An Giang,1998,summer_autumn,35.5,Low,40.644360400445066,-5.144360400445066
An Giang,1998,main_season,15.2,Low,21.38682748770043,-6.18682748770043
An Giang,1999,winter_spring,58.1,Low,63.03328142380428,-4.9332814238042815
An Giang,1999,summer_autumn,35.2,Low,41.53441601779764,-6.334416017797636
An Giang,1999,main_season,18.0,Low,22.429541342643915,-4.429541342643915
An Giang,2000,winter_spring,61.0,Low,63.617730812013406,-2.6177308120134057
An Giang,2000,summer_autumn,34.7,Low,42.42447163515021,-7.724471635150209
An Giang,2000,main_season,23.0,Medium,23.472255197587856,-0.47225519758785595
An Giang,2001,winter_spring,55.6,Low,64.20218020022253,-8.602180200222527
An Giang,2001,summer_autumn,37.6,Low,43.31452725250301,-5.714527252503011
An Giang,2001,main_season,28.0,High,24.51496905253134,3.4850309474686583
An Giang,2002,winter_spring,65.4,Medium,64.78662958843165,0.6133704115683543
An Giang,2002,summer_autumn,46.2,High,44.204582869855585,1.9954171301444177
An Giang,2002,main_season,20.0,Low,25.557682907474828,-5.5576829074748275
An Giang,2003,winter_spring,64.1,Low,65.37107897664077,-1.27107897664078
An Giang,2003,summer_autumn,45.5,Medium,45.09463848720816,0.40536151279184196
An Giang,2003,main_season,26.3,Medium,26.600396762418768,-0.30039676241876734
An Giang,2004,winter_spring,65.2,Medium,65.9555283648499,-0.7555283648498943
An Giang,2004,summer_autumn,52.6,High,45.98469410456073,6.6153058954392705
An Giang,2004,main_season,27.2,Medium,27.643110617362254,-0.44311061736225454
An Giang,2005,winter_spring,69.3,High,66.53997775305902,2.760022246940977
An Giang,2005,summer_autumn,52.6,High,46.874749721913304,5.725250278086698
An Giang,2005,main_season,30.5,High,28.68582447230574,1.8141755276942604
An Giang,2006,winter_spring,68.1,Medium,67.12442714126814,0.9755728587318515
An Giang,2006,summer_autumn,50.1,High,47.76480533926588,2.3351946607341247
An Giang,2006,main_season,32.2,High,29.72853832724968,2.4714616727503227
An Giang,2007,winter_spring,71.1,High,67.70887652947727,3.3911234705227287
An Giang,2007,summer_autumn,52.6,High,48.65486095661868,3.9451390433813245
An Giang,2007,main_season,23.6,Low,30.771252182193166,-7.1712521821931645
An Giang,2008,winter_spring,73.1,High,68.29332591768639,4.806674082313606
An Giang,2008,summer_autumn,55.1,High,49.54491657397125,5.555083426028752
An Giang,2008,main_season,38.3,High,31.813966037137106,6.486033962862891
An Giang,2009,winter_spring,71.6,High,68.87777530589551,2.722224694104483
An Giang,2009,summer_autumn,54.4,High,50.43497219132382,3.965027808676176
An Giang,2009,main_season,37.5,High,32.85667989208059,4.643320107919408
An Giang,2010,winter_spring,73.0,High,69.46222469410463,3.537775305895366
An Giang,2010,summer_autumn,55.4,High,51.325027808676396,4.074972191323603
An Giang,2010,main_season,43.1,High,33.89939374702408,9.200606252975923
An Giang,2011,winter_spring,75.1,High,70.04667408231376,5.053325917686237
An Giang,2011,summer_autumn,56.3,High,52.21508342602897,4.084916573971029
An Giang,2011,main_season,43.1,High,34.94210760196802,8.157892398031983
An Giang,2012,winter_spring,74.0,High,70.63112347052288,3.36887652947712
An Giang,2012,summer_autumn,56.5,High,53.10513904338177,3.3948609566182313
An Giang,2012,main_season,50.3,High,35.984821456911504,14.315178543088493
An Giang,2013,winter_spring,73.5,High,71.215572858732,2.2844271412679973
An Giang,2013,summer_autumn,56.4,High,53.99519466073434,2.404805339265657
An Giang,2013,main_season,50.7,High,37.027535311855445,13.672464688144558
An Giang,2014,winter_spring,77.4,High,71.80002224694113,5.59997775305888
An Giang,2014,summer_autumn,56.4,High,54.885250278086914,1.514749721913084
An Giang,2014,main_season,47.6,High,38.07024916679893,9.52975083320107
An Giang,2015,winter_spring,75.6,High,72.38447163515025,3.215528364849746
An Giang,2015,summer_autumn,56.2,Medium,55.77530589543949,0.4246941045605155
An Giang,2015,main_season,36.2,Low,39.11296302174242,-2.9129630217424136
An Giang,2016,winter_spring,71.9,Medium,72.96892102335937,-1.0689210233593656
An Giang,2016,summer_autumn,52.6,Low,56.66536151279206,-4.065361512792059
An Giang,2016,main_season,40.2,Medium,40.15567687668636,0.04432312331364585
An Giang,2017,winter_spring,70.3,Low,73.5533704115685,-3.253370411568497
An Giang,2017,summer_autumn,55.1,Low,57.55541713014463,-2.4554171301446317
An Giang,2017,main_season,34.4,Low,41.19839073162984,-6.798390731629844
An Giang,2018,winter_spring,73.5,Medium,74.13781979977762,-0.6378197997776169
An Giang,2018,summer_autumn,56.7,Low,58.44547274749743,-1.7454727474974305
An Giang,2019,winter_spring,71.0,Low,74.72226918798674,-3.72226918798674
An Giang,2019,summer_autumn,57.8,Low,59.335528364850006,-1.535528364850009
An Giang,2019,main_season,39.6,Low,43.28381844151727,-3.6838184415172677
An Giang,2020,winter_spring,71.7,Low,75.30671857619586,-3.60671857619586
An Giang,2020,summer_autumn,58.3,Low,60.22558398220258,-1.925583982202582
An Giang,2020,main_season,42.3,Low,44.326532296460755,-2.0265322964607577
An Giang,2021,winter_spring,76.9,Medium,75.89116796440499,1.0088320355950202
An Giang,2021,summer_autumn,60.3,Medium,61.11563959955515,-0.8156395995551549
An Giang,2021,main_season,45.6,Medium,45.369246151404695,0.230753848595306
An Giang,2022,winter_spring,73.4,Low,76.47561735261411,-3.0756173526141026
An Giang,2022,summer_autumn,60.5,Low,62.005695216907725,-1.505695216907725
An Giang,2022,main_season,42.1,Low,46.41196000634818,-4.31196000634818
An Giang,2023,winter_spring,75.5,Low,77.06006674082323,-1.5600667408232312
An Giang,2023,summer_autumn,60.6,Low,62.895750834260525,-2.2957508342605237
An Giang,2023,main_season,39.1,Low,47.45467386129167,-8.354673861291666
An Giang,2024,winter_spring,74.4,Low,77.64451612903235,-3.2445161290323483
An Giang,2024,summer_autumn,60.9,Low,63.7858064516131,-2.8858064516130995
An Giang,2024,main_season,38.7,Low,48.49738771623561,-9.797387716235605
Kien Giang,1995,winter_spring,53.1,High,49.28774193548384,3.812258064516165
Kien Giang,1995,summer_autumn,37.0,High,32.53913978494643,4.460860215053572
Kien Giang,1995,main_season,25.6,High,23.06473118279564,2.5352688172043614
Kien Giang,1996,winter_spring,54.5,High,50.23893214682971,4.261067853170289
Kien Giang,1996,summer_autumn,29.3,Low,33.47667037449037,-4.176670374490367
Kien Giang,1996,main_season,31.2,High,24.00693362995912,7.193066370040878
Kien Giang,1997,winter_spring,54.2,High,51.190122358175586,3.009877641824417
Kien Giang,1997,summer_autumn,32.7,Low,34.41420096403431,-1.7142009640343048
Kien Giang,1997,main_season,24.4,Medium,24.94913607712283,-0.5491360771228315
Kien Giang,1998,winter_spring,53.6,Medium,52.14131256952169,1.4586874304783137
Kien Giang,1998,summer_autumn,32.7,Low,35.35173155357825,-2.6517315535782444
Kien Giang,1998,main_season,23.6,Low,25.89133852428631,-2.29133852428631
Kien Giang,1999,winter_spring,48.3,Low,53.09250278086756,-4.792502780867565
Kien Giang,1999,summer_autumn,35.5,Medium,36.28926214312219,-0.7892621431221869
Kien Giang,1999,main_season,28.3,Medium,26.833540971449793,1.466459028550208
Kien Giang,2000,winter_spring,49.6,Low,54.04369299221344,-4.443692992213435
Kien Giang,2000,summer_autumn,38.7,Medium,37.22679273266613,1.4732072673338763
Kien Giang,2000,main_season,23.8,Low,27.775743418613274,-3.9757434186132734
Kien Giang,2001,winter_spring,45.0,Low,54.99488320355954,-9.994883203559539
Kien Giang,2001,summer_autumn,36.4,Low,38.164323322210066,-1.7643233222100676
Kien Giang,2001,main_season,26.7,Low,28.717945865776755,-2.017945865776756
Kien Giang,2002,winter_spring,53.0,Low,55.94607341490541,-2.9460734149054133
Kien Giang,2002,summer_autumn,39.6,Medium,39.101853911754006,0.4981460882459956
Kien Giang,2002,main_season,24.8,Low,29.660148312940237,-4.860148312940236
Kien Giang,2003,winter_spring,52.6,Low,56.89726362625129,-4.297263626251286
Kien Giang,2003,summer_autumn,37.2,Low,40.039384501297945,-2.8393845012979426
Kien Giang,2003,main_season,29.3,Low,30.602350760103718,-1.3023507601037174
Kien Giang,2004,winter_spring,56.8,Medium,57.84845383759716,-1.0484538375971653
Kien Giang,2004,summer_autumn,41.9,Medium,40.97691509084166,0.9230849091583408
Kien Giang,2004,main_season,35.1,High,31.544553207267427,3.5554467927325746
Kien Giang,2005,winter_spring,59.9,Medium,58.799644048943264,1.1003559510567342
Kien Giang,2005,summer_autumn,42.8,Medium,41.9144456803856,0.8855543196143998
Kien Giang,2005,main_season,35.2,High,32.48675565443091,2.7132443455690947
Kien Giang,2006,winter_spring,59.5,Medium,59.75083426028914,-0.2508342602891389
Kien Giang,2006,summer_autumn,36.8,Low,42.85197626992954,-6.05197626992954
Kien Giang,2006,main_season,30.1,Low,33.42895810159439,-3.328958101594388
Kien Giang,2007,winter_spring,59.3,Low,60.70202447163501,-1.4020244716350163
Kien Giang,2007,summer_autumn,46.2,High,43.78950685947348,2.410493140526526
Kien Giang,2007,main_season,34.0,Medium,34.37116054875787,-0.37116054875787086
Kien Giang,2008,winter_spring,67.1,High,61.653214682981115,5.446785317018879
Kien Giang,2008,summer_autumn,48.0,High,44.727037449017416,3.2729625509825837
Kien Giang,2008,main_season,39.3,High,35.31336299592135,3.986637004078645
Kien Giang,2009,winter_spring,67.0,High,62.60440489432699,4.39559510567301
Kien Giang,2009,summer_autumn,46.1,Medium,45.664568038561356,0.4354319614386455
Kien Giang,2009,main_season,38.2,High,36.25556544308483,1.9444345569151693
Kien Giang,2010,winter_spring,66.6,High,63.555595105672865,3.04440489432713
Kien Giang,2010,summer_autumn,46.1,Medium,46.602098628105296,-0.5020986281052942
Kien Giang,2010,main_season,38.1,Medium,37.197767890248315,0.9022321097516866
Kien Giang,2011,winter_spring,69.5,High,64.50678531701874,4.993214682981261
Kien Giang,2011,summer_autumn,49.9,High,47.539629217649235,2.3603707823507634
Kien Giang,2011,main_season,37.1,Medium,38.139970337412024,-1.0399703374120222
Kien Giang,2012,winter_spring,70.6,High,65.45797552836484,5.142024471635153
Kien Giang,2012,summer_autumn,52.9,High,48.477159807193175,4.422840192806824
Kien Giang,2012,main_season,42.7,High,39.082172784575505,3.617827215424498
Kien Giang,2013,winter_spring,69.1,High,66.40916573971072,2.6908342602892787
Kien Giang,2013,summer_autumn,52.3,High,49.414690396737114,2.8853096032628827
Kien Giang,2013,main_season,42.9,High,40.024375231738986,2.8756247682610123
Kien Giang,2014,winter_spring,72.2,High,67.36035595105659,4.839644048943413
Kien Giang,2014,summer_autumn,53.1,High,50.352220986281054,2.7477790137189473
Kien Giang,2014,main_season,44.9,High,40.96657767890247,3.933422321097531
Kien Giang,2015,winter_spring,72.4,High,68.31154616240269,4.088453837597314
Kien Giang,2015,summer_autumn,53.5,High,51.289751575824994,2.210248424175006
Kien Giang,2015,main_season,45.0,High,41.90878012606595,3.091219873934051
Kien Giang,2016,winter_spring,61.5,Low,69.26273637374857,-7.762736373748567
Kien Giang,2016,summer_autumn,54.4,High,52.22728216536893,2.172717834631065
Kien Giang,2016,main_season,17.9,Low,42.85098257322943,-24.95098257322943
Kien Giang,2017,winter_spring,60.2,Low,70.21392658509444,-10.013926585094438
Kien Giang,2017,summer_autumn,54.6,Medium,53.16481275491287,1.4351872450871284
Kien Giang,2017,main_season,28.8,Low,43.79318502039291,-14.993185020392911
Kien Giang,2018,winter_spring,70.7,Medium,71.16511679644032,-0.4651167964403129
Kien Giang,2018,summer_autumn,51.3,Low,54.10234334445681,-2.8023433444568155
Kien Giang,2018,main_season,45.5,Medium,44.73538746755662,0.7646125324433797
Kien Giang,2019,winter_spring,68.8,Low,72.11630700778642,-3.3163070077864205
Kien Giang,2019,summer_autumn,53.8,Low,55.03987393400075,-1.2398739340007552
Kien Giang,2019,main_season,49.8,High,45.6775899147201,4.1224100852798955
Kien Giang,2020,winter_spring,73.2,Medium,73.06749721913229,0.1325027808677106
Kien Giang,2020,summer_autumn,55.8,Medium,55.97740452354469,-0.17740452354469483
Kien Giang,2020,main_season,51.4,High,46.61979236188358,4.780207638116416
Kien Giang,2021,winter_spring,76.2,High,74.01868743047817,2.181312569521836
Kien Giang,2021,summer_autumn,55.9,Medium,56.91493511308863,-1.014935113088633
Kien Giang,2021,main_season,45.5,Low,47.561994809047064,-2.0619948090470643
Kien Giang,2022,winter_spring,73.6,Low,74.96987764182427,-1.3698776418242744
Kien Giang,2022,summer_autumn,56.1,Low,57.85246570263257,-1.7524657026325698
Kien Giang,2022,main_season,53.8,High,48.504197256210546,5.2958027437894515
Kien Giang,2023,winter_spring,76.8,Medium,75.92106785317014,0.8789321468298539
Kien Giang,2023,summer_autumn,56.0,Low,58.78999629217651,-2.789996292176511
Kien Giang,2023,main_season,53.5,High,49.44639970337403,4.053600296625973
Kien Giang,2024,winter_spring,77.5,Medium,76.87225806451602,0.6277419354839822
Kien Giang,2024,summer_autumn,57.4,Low,59.72752688172045,-2.327526881720452
Kien Giang,2024,main_season,55.3,High,50.38860215053751,4.911397849462489
Can Tho,1995,winter_spring,52.3,Low,56.74989247311828,-4.4498924731182825
Can Tho,1995,summer_autumn,35.8,High,32.86795698924743,2.9320430107525652
Can Tho,1995,main_season,34.4,High,32.55999999999949,1.840000000000508
Can Tho,1996,winter_spring,56.5,Medium,57.451049314052625,-0.951049314052625
Can Tho,1996,summer_autumn,36.6,High,33.76717834631086,2.8328216536891446
Can Tho,1996,main_season,27.6,Low,30.220000000000255,-2.6200000000002532
Can Tho,1997,winter_spring,56.8,Low,58.15220615498697,-1.3522061549869733
Can Tho,1997,summer_autumn,34.6,Medium,34.66639970337428,-0.06639970337428025
Can Tho,1997,main_season,27.6,Medium,27.88000000000011,-0.2800000000001077
Can Tho,1998,winter_spring,58.1,Medium,58.853362995921316,-0.7533629959213144
Can Tho,1998,summer_autumn,34.9,Medium,35.56562106043771,-0.665621060437708
Can Tho,1998,main_season,26.6,Medium,25.539999999999964,1.0600000000000378
Can Tho,1999,winter_spring,54.9,Low,59.55451983685566,-4.654519836855663
Can Tho,1999,summer_autumn,34.9,Low,36.46484241750113,-1.5648424175011328
Can Tho,2000,winter_spring,57.1,Low,60.25567667779001,-3.155676677790005
Can Tho,2000,summer_autumn,36.6,Medium,37.36406377456433,-0.7640637745643275
Can Tho,2001,winter_spring,56.0,Low,60.95683351872458,-4.956833518724579
Can Tho,2001,summer_autumn,36.1,Low,38.263285131627754,-2.1632851316277524
Can Tho,2002,winter_spring,63.6,High,61.657990359658925,1.9420096403410767
Can Tho,2002,summer_autumn,38.6,Medium,39.16250648869118,-0.5625064886911773
Can Tho,2003,winter_spring,61.1,Low,62.35914720059327,-1.2591472005932687
Can Tho,2003,summer_autumn,38.3,Low,40.0617278457546,-1.7617278457546064
Can Tho,2004,winter_spring,68.0,High,63.060304041527615,4.9396959584723845
Can Tho,2004,summer_autumn,40.9,Medium,40.96094920281803,-0.060949202818029846
Can Tho,2005,winter_spring,69.7,High,63.76146088246196,5.938539117538042
Can Tho,2005,summer_autumn,42.0,Medium,41.86017055988145,0.1398294401185467
Can Tho,2006,winter_spring,66.9,High,64.4626177233963,2.4373822766036994
Can Tho,2006,summer_autumn,40.9,Low,42.75939191694488,-1.8593919169448796
Can Tho,2007,winter_spring,68.0,High,65.16377456433065,2.8362254356693484
Can Tho,2007,summer_autumn,43.6,Medium,43.6586132740083,-0.05861327400830163
Can Tho,2008,winter_spring,68.5,High,65.864931405265,2.635068594735003
Can Tho,2008,summer_autumn,45.1,Medium,44.55783463107173,0.5421653689282735
Can Tho,2009,winter_spring,67.3,Medium,66.56608824619957,0.7339117538004274
Can Tho,2009,summer_autumn,44.8,Medium,45.45705598813515,-0.6570559881351556
Can Tho,2010,winter_spring,70.6,High,67.26724508713392,3.332754912866079
Can Tho,2010,summer_autumn,47.0,Medium,46.35627734519858,0.6437226548014223
Can Tho,2011,winter_spring,71.6,High,67.96840192806826,3.631598071931734
Can Tho,2011,summer_autumn,48.1,Medium,47.255498702261775,0.8445012977382262
Can Tho,2012,winter_spring,72.9,High,68.6695587690026,4.2304412309974
Can Tho,2012,summer_autumn,48.4,Medium,48.1547200593252,0.24527994067479852
Can Tho,2013,winter_spring,72.4,High,69.37071560993695,3.0292843900630544
Can Tho,2013,summer_autumn,49.3,Medium,49.053941416388625,0.24605858361137223
Can Tho,2014,winter_spring,73.4,High,70.0718724508713,3.328127549128709
Can Tho,2014,summer_autumn,50.0,Medium,49.95316277345205,0.046837226547950195
Can Tho,2015,winter_spring,73.9,High,70.77302929180564,3.1269707081943636
Can Tho,2015,summer_autumn,50.7,Medium,50.852384130515475,-0.15238413051547184
Can Tho,2016,winter_spring,71.0,Medium,71.47418613273999,-0.47418613273998744
Can Tho,2016,summer_autumn,51.0,Medium,51.7516054875789,-0.7516054875788996
Can Tho,2017,winter_spring,65.2,Low,72.17534297367433,-6.97534297367433
Can Tho,2017,summer_autumn,53.7,Medium,52.650826844642324,1.0491731553576784
Can Tho,2018,winter_spring,71.6,Low,72.8764998146089,-1.2764998146089113
Can Tho,2018,summer_autumn,54.0,Medium,53.55004820170575,0.4499517982942507
Can Tho,2019,winter_spring,69.6,Low,73.57765665554325,-3.9776566555432566
Can Tho,2019,summer_autumn,55.7,Medium,54.449269558769174,1.2507304412308287
Can Tho,2020,winter_spring,72.2,Low,74.2788134964776,-2.0788134964775935
Can Tho,2020,summer_autumn,57.1,High,55.3484909158326,1.7515090841674024
Can Tho,2021,winter_spring,74.5,Medium,74.97997033741194,-0.4799703374119417
Can Tho,2021,summer_autumn,57.8,High,56.247712272896024,1.5522877271039732
Can Tho,2022,winter_spring,74.2,Low,75.68112717834629,-1.4811271783462843
Can Tho,2022,summer_autumn,57.2,Medium,57.14693362995922,0.05306637004078141
Can Tho,2023,winter_spring,74.6,Low,76.38228401928063,-1.7822840192806382
Can Tho,2023,summer_autumn,56.8,Low,58.046154987022646,-1.2461549870226492
Can Tho,2024,winter_spring,75.0,Low,77.08344086021498,-2.083440860214978
