id_vụ,year,yield_class,yield_class_encoded,stage_1_count_heat_days,stage_1_avg_et0,stage_2_count_heat_days,stage_2_avg_et0,stage_3_avg_et0,stage_4_avg_temp,stage_4_total_precip,stage_4_avg_et0,stage_5_total_precip,stage_5_avg_et0,pat_001__stage_2_Mát-Khô__stage_4_Mát-Khô,pat_005__stage_5_Mát-Vừa,pat_009__stage_1_Mát-Khô__stage_2_Mát-Khô__stage_3_Mát-Khô,pat_014__stage_2_Vừa-Ướt__stage_5_Vừa-Vừa,pat_016__stage_2_Mát-Khô__stage_3_Mát-Khô,pat_018__stage_1_Mát-Khô__stage_3_Mát-Khô,pat_023__stage_1_Mát-Ướt,pat_025__stage_4_Vừa-Vừa__stage_5_Vừa-Vừa,pat_026__stage_1_Mát-Khô__stage_2_Mát-Khô,pat_029__stage_2_Mát-Khô__stage_3_Mát-Khô__stage_4_Mát-Khô
Dong Thap_1995_winter_spring,1995,Low,1,0.0,3.952255600974673,0.0,3.722276334762573,4.239013417561849,26.17414426803589,11.299999848008156,4.405688691139221,0.300000011920929,5.075308456420898,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Dong Thap_1995_summer_autumn,1995,High,0,11.0,5.816786902291434,3.0,4.779903039932251,4.467238807678223,27.519665908813476,155.20000100135803,3.883263194561005,208.60000053048137,3.6794411277771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ca Mau_1995_summer_autumn,1995,High,0,1.0,5.4753792853582475,3.0,4.697132110595703,4.293560679753622,27.248082542419432,207.60000157356265,3.511100447177887,305.90000200271606,3.6709506511688232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ca Mau_1995_main_season,1995,Low,1,0.0,4.567823852811541,0.0,3.7396515560150143,3.860201629002889,26.473187351226805,195.79999995231628,3.535113477706909,377.2999975681305,3.28114333152771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soc Trang_1995_winter_spring,1995,High,0,0.0,4.12518622761681,0.0,3.731599371433258,4.5396043459574384,25.85814647674561,7.100000053644181,4.913215243816376,0.3000000044703483,5.020584621429443,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
Long An_1995_summer_autumn,1995,High,0,17.0,5.980853285108294,6.0,4.888817949295044,4.4339735825856526,27.156270694732665,173.2000057697296,3.8300026297569274,245.5000061392784,3.676655874252319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long An_1995_main_season,1995,Medium,2,2.0,4.827374844324021,0.0,3.993965711593628,3.712463235855102,26.46179094314575,175.10000437498093,3.764818155765534,268.2999996095896,3.4735559844970703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tien Giang_1996_winter_spring,1996,Low,1,0.0,3.146624917075747,0.0,3.335177903175354,3.764841985702515,24.927249050140382,36.30000248551369,3.486227869987488,2.9000000283122063,4.4573830890655515,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Dong Thap_1996_summer_autumn,1996,High,0,0.0,4.522259973344349,0.0,3.7164851665496825,3.6775438944498697,26.97977056503296,126.40000037103891,3.876167976856232,172.09999799728394,3.353429174423218,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dong Thap_1996_winter_spring,1996,Low,1,0.0,3.503521845454262,0.0,3.922845592498779,3.8527626514434816,25.369977951049805,32.80000128597021,3.587722736597061,3.0000000447034836,4.55979434967041,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
Vinh Long_1996_main_season,1996,Low,1,0.0,3.472020319529942,0.0,3.397411389350891,3.741663853327433,26.369332218170165,140.00000035762787,3.318571811914444,197.50000244379044,3.6871127796173098,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Long An_1996_winter_spring,1996,Medium,2,0.0,3.3520599830718267,0.0,3.733371901512146,3.980514923731486,25.546165657043456,26.400000870227817,3.758895480632782,2.200000047683716,4.734049196243286,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
Long An_1996_summer_autumn,1996,Medium,2,0.0,4.5535295350211005,0.0,3.652600212097168,3.6084352016448977,26.8404372215271,131.79999801516533,3.831011378765106,159.1000079214573,3.5391790962219236,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long An_1996_main_season,1996,High,0,0.0,3.57809126944769,0.0,3.485189075469971,3.951190837224325,26.61939525604248,116.40000620484352,3.5848357677459717,197.1999985948205,3.805320672988892,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
An Giang_1996_winter_spring,1996,Medium,2,0.0,3.5860978819075084,0.0,4.011146230697632,3.872266960144043,25.37685422897339,31.399999663233753,3.591445338726044,3.7000000923871994,4.5183345985412595,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
An Giang_1996_summer_autumn,1996,Medium,2,0.0,4.535148552485874,0.0,3.7694930839538574,3.8064584573109945,27.022376823425297,133.80000062286854,3.8984344244003295,201.8000019788742,3.3459672689437867,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
An Giang_1996_main_season,1996,Medium,2,0.0,3.720185143607003,0.0,3.6092989444732666,4.0171586036682125,26.64675054550171,151.00000343471766,3.360992056131363,179.40000188350675,3.8577004528045657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Tra Vinh_1996_main_season,1996,High,0,0.0,3.5500520297459195,0.0,3.4836026191711427,3.7761948108673096,26.41004180908203,141.80000567436218,3.461890238523483,238.1000030040741,3.815270118713379,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tra Vinh_1996_summer_autumn,1996,Low,1,0.0,4.504558915183658,0.0,3.627038698196411,3.50567839940389,26.883375358581542,166.70000238716602,3.9365492820739743,214.30000519752505,3.2747808122634887,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Tre_1996_summer_autumn,1996,Medium,2,0.0,4.463244233812604,0.0,3.606650505065918,3.468784729639689,26.88689479827881,150.70000046491623,3.891881060600281,201.40000176429749,3.3225038385391237,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tien Giang_1996_summer_autumn,1996,Medium,2,0.0,4.469637893495106,0.0,3.627529640197754,3.49097957611084,26.827978134155273,150.70000046491623,3.8904002904891968,201.40000176429749,3.352215781211853,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tien Giang_1996_main_season,1996,Low,1,0.0,3.5311634881155833,0.0,3.4572687911987305,3.819800504048666,26.454541301727296,121.10000272095203,3.53230796456337,205.1000013947487,3.8059227752685545,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tra Vinh_1996_winter_spring,1996,Medium,2,0.0,3.048392307190668,0.0,3.1861475038528444,3.765144697825114,24.768270683288577,26.499999918043617,3.554549753665924,3.100000075995922,4.507954893112182,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Can Tho_1996_main_season,1996,Low,1,0.0,3.492686294374012,0.0,3.4078759479522707,3.7190900007883703,26.29185400009155,132.4999991208315,3.1716270804405213,195.70000272989273,3.638705406188965,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soc Trang_1996_winter_spring,1996,Low,1,0.0,2.9203865698405673,0.0,3.1394430923461916,3.914336760838826,24.69252109527588,28.300001740455627,3.781188315153122,4.6999999806284904,4.703348388671875,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Soc Trang_1996_summer_autumn,1996,Low,1,0.0,4.4883613132295155,0.0,3.5796134185791018,3.5783069292704264,26.858770751953124,165.30000296235085,3.885562801361084,198.9000001549721,3.2329777002334597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soc Trang_1996_main_season,1996,High,0,0.0,3.5687243257250105,0.0,3.4726559829711916,3.713910977045695,26.407000255584716,131.60000026226044,3.390066462755203,190.00000083446503,3.790106716156006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bac Lieu_1996_main_season,1996,High,0,0.0,3.720370474315825,0.0,3.5742162561416624,3.823747237523397,26.82674961090088,153.3999988436699,3.564211332798004,186.20000548660755,3.860949144363403,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Bac Lieu_1996_summer_autumn,1996,Low,1,0.0,4.520941632134574,0.0,3.706863260269165,3.723948431015015,27.240186595916747,144.3000009804964,3.927842849493026,236.0999962091446,3.4043338966369627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bac Lieu_1996_winter_spring,1996,Low,1,0.0,3.1429634378069924,0.0,3.4000541400909423,4.2376998583475745,24.951853370666505,24.40000123530626,4.037902987003326,6.59999980032444,4.826513338088989,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Ben Tre_1996_main_season,1996,Medium,2,0.0,3.514313470749628,0.0,3.4477946949005127,3.8058034420013422,26.45929088592529,121.10000272095203,3.5078602850437166,205.1000013947487,3.787218909263611,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ca Mau_1996_summer_autumn,1996,Low,1,0.0,4.288050288245792,0.0,3.6501763534545897,3.6722044150034585,27.06922845840454,183.1000006198883,3.8508700907230375,236.5999975204468,3.2653181028366087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ca Mau_1996_main_season,1996,Medium,2,0.0,3.725524425506592,0.0,3.505161108970642,3.852669636408488,26.602874565124512,166.59999614953995,3.289943164587021,255.79999673366547,3.7047954845428466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Tre_1996_winter_spring,1996,Low,1,0.0,3.12434827146076,0.0,3.262020869255066,3.7177942911783854,24.839499378204344,36.30000248551369,3.4458739876747133,2.9000000283122063,4.357607154846192,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Kien Giang_1996_main_season,1996,High,0,0.0,3.8480953943161738,0.0,3.5884504652023317,3.970615593592326,26.6283540725708,212.30000300705433,3.10152924656868,204.4999938979745,3.721949257850647,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kien Giang_1996_summer_autumn,1996,Low,1,0.0,4.510842266536894,0.0,3.829096813201904,3.9437134742736815,27.10804204940796,233.10000622272491,3.73070974946022,278.39999985694885,3.1652068567276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vinh Long_1996_summer_autumn,1996,Medium,2,0.0,4.3621977510906405,0.0,3.5535504817962646,3.4388163725535077,26.82829170227051,129.80000752210617,3.8170152366161343,191.10000121593475,3.1757635736465453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vinh Long_1996_winter_spring,1996,Medium,2,0.0,3.162064921288263,0.0,3.43399751663208,3.694774055480957,24.956207847595216,28.999999798834324,3.4190555572509767,3.800000086426735,4.439700269699097,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
Kien Giang_1996_winter_spring,1996,High,0,0.0,3.5769897415524436,0.0,4.038784923553467,3.913730430603027,25.053249835968018,56.29999980330467,3.669585525989533,15.600000090897083,4.490528736114502,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
Can Tho_1996_winter_spring,1996,Medium,2,0.0,3.0896480026699247,0.0,3.3838625240325926,3.6456652959187825,24.690081977844237,42.50000013411045,3.363949918746948,6.500000044703484,4.361849994659424,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Can Tho_1996_summer_autumn,1996,High,0,0.0,4.311580771491641,0.0,3.510047378540039,3.51642058690389,26.74758243560791,138.70000022649765,3.78493903875351,205.4000024795532,3.077479658126831,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soc Trang_1997_summer_autumn,1997,Low,1,0.0,5.2410096895127065,0.0,4.1537309265136715,4.116852108637492,27.036271381378175,149.9000044465065,3.879068779945374,240.10000252723697,3.0927824354171753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soc Trang_1997_winter_spring,1997,Low,1,0.0,2.753224809964498,0.0,2.8146392583847044,3.904637368520101,24.75022897720337,1.7000001221895218,4.1951860904693605,17.499999925494194,4.245237627029419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tra Vinh_1997_main_season,1997,Low,1,0.0,3.609430256344023,0.0,4.199469084739685,3.655507485071818,26.019937133789064,258.5000011920929,2.845016449689865,217.1000021249056,3.747767052650451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tra Vinh_1997_winter_spring,1997,Medium,2,0.0,2.9651085308619907,0.0,2.776654069423675,3.7848961353302,24.743687629699707,2.4000000953674316,4.053001832962036,20.499999187886715,4.202229995727539,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
An Giang_1997_main_season,1997,Low,1,0.0,3.693848939169021,0.0,4.167878363132477,3.6719574610392254,26.40154218673706,191.9000056385994,2.815313059091568,149.69999623298645,3.7988930797576903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dong Thap_1997_summer_autumn,1997,Medium,2,2.0,5.1548920813060946,0.0,4.190474681854248,4.178034925460816,27.411853504180907,103.09999841451643,4.080187511444092,244.5999985709786,3.0871391773223875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tra Vinh_1997_summer_autumn,1997,Low,1,0.0,5.147504624866304,0.0,4.045943431854248,4.19379301071167,27.1471248626709,138.59999910742044,4.010848742723465,314.7000014781952,3.1592762994766237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can Tho_1997_summer_autumn,1997,Medium,2,3.0,5.1492901756649925,0.0,3.9688650703430177,3.964394203821818,26.916957092285156,135.49999848008156,3.7259458243846897,246.7000036239624,2.9046852731704713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tien Giang_1997_winter_spring,1997,Medium,2,0.0,3.084862998553685,0.0,2.8289982795715334,3.7987610975901287,25.000479698181152,1.699999965727329,4.089258873462677,28.60000072419643,4.118849630355835,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tien Giang_1997_summer_autumn,1997,Medium,2,0.0,5.109744208199637,0.0,4.045652580261231,4.237295293807984,27.235165691375737,116.09999699890614,4.07053993344307,259.3000044822693,3.1152368879318235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tien Giang_1997_main_season,1997,Medium,2,0.0,3.6622520628429593,0.0,4.237242331504822,3.7213608264923095,25.831103324890137,228.40000116825104,2.736235189437866,170.8999993801117,3.7468884944915777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bac Lieu_1997_winter_spring,1997,Low,1,0.0,2.79184475399199,0.0,2.989982843399048,4.226145315170288,25.16456232070923,0.5000000074505805,4.4304276466369625,20.000000037252903,4.300116128921509,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Bac Lieu_1997_summer_autumn,1997,High,0,0.0,5.328760623931885,0.0,4.3041273212432865,4.191064643859863,27.25935287475586,135.2000050842762,3.9567892789840697,229.59999346733093,3.1579913854599,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bac Lieu_1997_main_season,1997,Low,1,0.0,3.7571617989313033,0.0,4.177290124893188,3.491458018620809,26.53935317993164,170.0999948978424,3.0818044364452364,201.3999968767166,3.7916383266448976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Soc Trang_1997_main_season,1997,Low,1,0.0,3.617436999366397,0.0,4.097822961807251,3.446112600962321,26.137313079833984,186.60000336170197,2.933922559022903,174.39999973773956,3.7139492988586422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can Tho_1997_main_season,1997,Medium,2,0.0,3.4774349189939953,0.0,3.9251006555557257,3.3838337739308675,26.031332874298094,207.9000027179718,2.630459302663803,181.9999964237213,3.5496203804016115,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kien Giang_1997_main_season,1997,Medium,2,0.0,3.5377375398363387,0.0,3.9939623165130618,3.493188492457072,26.4217924118042,220.5999927520752,2.829749032855034,205.79999935626984,3.6596789741516114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kien Giang_1997_summer_autumn,1997,Low,1,1.0,5.164368220738003,0.0,4.093598384857177,4.04994428952535,27.221478939056396,173.2999888062477,3.8460265159606934,271.09999895095825,2.9924158596992494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ca Mau_1997_main_season,1997,Low,1,0.0,3.5673710845765614,0.0,3.950372905731202,3.389675418535868,26.50797882080078,205.7999963760376,3.005083918571472,207.199997484684,3.652257037162781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ca Mau_1997_summer_autumn,1997,Medium,2,0.0,4.987518605731783,0.0,4.075817670822143,4.038372993469238,26.99141569137573,177.4000005275011,3.720952296257019,275.69999384880066,3.0291730642318724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ca Mau_1997_winter_spring,1997,High,0,0.0,2.7007380837485906,0.0,2.9202411937713624,3.9819207032521566,25.40891590118408,9.800000242888927,4.400498414039612,32.00000049173832,4.116637907028198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ben Tre_1997_winter_spring,1997,Low,1,0.0,3.0554567518688382,0.0,2.7943203902244567,3.7650439103444415,24.80939588546753,1.699999965727329,3.985211074352264,28.60000072419643,4.067706079483032,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Dong Thap_1997_winter_spring,1997,Low,1,0.0,3.1370803174518405,0.0,3.174735817909241,3.9049885590871174,25.30883283615112,2.8000001162290573,4.107762169837952,41.500000417232506,4.1232413387298585,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Long An_1997_winter_spring,1997,Medium,2,0.0,3.178986980801537,0.0,3.060038785934448,4.0218892097473145,25.60689535140991,0.6000000089406967,4.304933321475983,30.500000290572647,4.231831035614014,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Long An_1997_summer_autumn,1997,Low,1,6.0,5.200151375361851,2.0,4.335028848648071,4.295863342285156,27.57929105758667,104.5999995470047,4.253559559583664,294.3000022172928,3.0887605285644533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long An_1997_main_season,1997,Medium,2,0.0,3.876452094032651,0.0,4.365380492210388,3.761245425542195,26.04033260345459,239.49999940395355,2.731359398365021,175.00000301003456,3.790089693069458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Tre_1997_summer_autumn,1997,Medium,2,0.0,5.060392016456241,0.0,4.006418790817261,4.224077272415161,27.206061840057373,116.09999699890614,4.037846636772156,259.3000044822693,3.1049720287322997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kien Giang_1997_winter_spring,1997,High,0,0.0,3.1709245159512474,0.0,3.3628052949905394,4.03626495997111,25.24689598083496,4.000000067055225,4.15854709148407,44.399999856948845,4.147577123641968,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
